Impression ID,User ID,Date,News1,Impression_News1,News2,Impression_News2,News3,Impression_News3
37492,U19073,11/14/2019,N50872,0,N38779,0,N19661,1
37495,U47521,11/9/2019 ,N52000,0,N51398,0,N41881,1
37510,U74852,11/11/2019,N35729,0,N27581,1,N42961,0
37526,U82117,11/11/2019,N3697,0,N35729,0,N55689,1
37537,U60324,11/10/2019,N44651,0,N49279,1,N61022,0
37576,U14344,11/14/2019,N50872,0,N57733,0,N35815,1
37629,U10675,11/10/2019,N37394,1,N58051,0,N61022,0
37702,U59780,11/10/2019,N49279,1,N61022,0,N44651,0
37728,U1266,11/9/2019 ,N1034,0,N47020,0,N65185,1
37748,U23852,11/10/2019,N44651,0,N61022,0,N49279,1
37799,U78110,11/11/2019,N2869,0,N47020,1,N25979,0
37856,U60105,11/11/2019,N53585,1,N55204,0,N55689,0
37924,U47158,11/9/2019 ,N13580,1,N38783,0,N47020,0
37961,U22510,11/12/2019,N33619,0,N50675,0,N20079,1
38125,U10774,11/11/2019,N33619,1,N64152,0,N50675,0
38229,U1302,11/10/2019,N49279,1,N44651,0,N61022,0
38237,U41037,11/10/2019,N61022,0,N44651,0,N49279,1
38270,U88986,11/9/2019 ,N51398,0,N41881,1,N47020,0
38289,U54883,11/11/2019,N46029,0,N54489,0,N23414,1
38295,U52767,11/10/2019,N49685,1,N36681,0,N57651,0
38337,U29188,11/14/2019,N40109,1,N39683,0,N50872,0
38342,U24925,11/13/2019,N19592,0,N4642,0,N21128,1
38344,U82981,11/11/2019,N35729,0,N55689,1,N53585,0
38358,U63375,11/11/2019,N35937,0,N27581,0,N35729,1
38367,U68482,11/10/2019,N36681,0,N49685,1,N41224,0
38476,U91221,11/12/2019,N52122,1,N7319,0,N62360,0
38600,U44210,11/11/2019,N55689,1,N55204,0,N52622,0
38610,U25378,11/14/2019,N41934,0,N61740,0,N61233,1
38653,U24925,11/13/2019,N4642,0,N56214,1,N48705,0
38654,U54359,11/12/2019,N47578,0,N20079,0,N33619,1
38696,U77564,11/10/2019,N350,1,N64916,0,N6960,0
38717,U76676,11/9/2019 ,N41881,1,N27845,0,N51398,0
38731,U93930,11/9/2019 ,N47020,0,N36752,0,N1034,1
38735,U25573,11/9/2019 ,N1034,0,N47020,1,N48958,0
38738,U93455,11/11/2019,N33619,0,N50675,0,N23429,1
38763,U22115,11/10/2019,N21882,0,N49279,1,N61022,0
38775,U5456,11/10/2019,N49279,1,N61022,0,N44651,0
38842,U89224,11/11/2019,N54489,0,N46029,0,N23414,1
38899,U11474,11/9/2019 ,N41881,1,N51398,0,N47020,0
39022,U17623,11/9/2019 ,N36752,0,N1034,1,N47020,0
39106,U92615,11/12/2019,N33619,1,N50675,0,N49180,1
39253,U90609,11/12/2019,N20079,1,N33619,1,N50675,0
39293,U8905,11/13/2019,N287,1,N27437,0,N47061,0
39345,U83337,11/11/2019,N13930,0,N55689,0,N23414,1
39450,U34012,11/14/2019,N47280,0,N46917,0,N60750,1
39523,U17046,11/11/2019,N13930,0,N53585,1,N55689,0
39526,U4232,11/10/2019,N44651,0,N49279,1,N36681,0
39556,U68442,11/9/2019 ,N51398,0,N8929,0,N47020,1
39566,U53050,11/11/2019,N55204,0,N45270,0,N55689,1
39609,U93005,11/11/2019,N55689,1,N38662,0,N55204,0
39662,U77996,11/14/2019,N14478,1,N52424,0,N61233,0
39751,U31794,11/14/2019,N35815,1,N40109,0,N50872,0
39813,U68925,11/14/2019,N12703,0,N46917,1,N61233,0
39886,U26478,11/13/2019,N53350,0,N59427,0,N33885,1
39917,U29721,11/11/2019,N10688,1,N56598,0,N46029,0
40088,U71587,11/9/2019 ,N47020,0,N1034,1,N23548,0
40152,U46656,11/12/2019,N6975,0,N63970,0,N58363,1
40195,U22893,11/11/2019,N13930,0,N53585,1,N55689,0
40201,U59447,11/14/2019,N33828,0,N61233,1,N19661,0
40202,U11921,11/12/2019,N6458,0,N58363,1,N64851,0
40211,U30808,11/11/2019,N55689,0,N13930,0,N23414,1
40237,U80830,11/12/2019,N61962,0,N7319,0,N41020,1
40267,U32862,11/11/2019,N35729,0,N55689,1,N7809,0
40272,U93153,11/11/2019,N55689,1,N55204,0,N13930,0
40291,U75661,11/10/2019,N57651,0,N36681,0,N49685,1
40303,U41194,11/14/2019,N46917,0,N60750,1,N47280,0
40338,U4783,11/10/2019,N29128,0,N28047,0,N49685,1
40364,U29538,11/9/2019 ,N47020,0,N51398,0,N23548,1
40506,U80842,11/10/2019,N56193,1,N12109,0,N48759,0
40554,U4388,11/10/2019,N57651,0,N49685,1,N36681,0
40555,U79048,11/11/2019,N42597,0,N54489,1,N46029,0
40623,U18661,11/10/2019,N61022,0,N44651,0,N49279,1
40638,U415,11/13/2019,N4642,0,N53848,0,N33501,1
40662,U36482,11/10/2019,N36681,0,N44651,0,N49279,1
40688,U65242,11/10/2019,N61022,0,N49279,1,N44651,0
40725,U85449,11/11/2019,N13801,0,N35729,1,N42961,0
40736,U86220,11/10/2019,N11830,0,N51330,0,N39471,1
40877,U66173,11/11/2019,N23414,1,N46029,0,N54489,0
40977,U64160,11/11/2019,N6693,0,N27581,0,N55689,1
40980,U75692,11/11/2019,N53585,1,N55689,0,N13930,0
41078,U78409,11/11/2019,N59981,1,N52622,0,N43502,0
41107,U1331,11/10/2019,N61022,0,N44651,0,N49279,1
41145,U27500,11/14/2019,N61233,1,N33828,0,N52424,0
41147,U5176,11/11/2019,N54489,0,N46029,0,N42597,1
41193,U54735,11/11/2019,N33632,0,N57090,0,N49685,1
41201,U60596,11/14/2019,N9623,0,N48017,0,N23877,1
41204,U19073,11/11/2019,N46029,0,N54489,1,N8191,0
41221,U10145,11/11/2019,N53585,1,N55689,0,N55204,0
41290,U25424,11/12/2019,N50675,0,N33619,1,N47578,0
41330,U60826,11/11/2019,N23414,1,N13930,0,N55689,0
41491,U7072,11/11/2019,N7866,1,N53585,0,N56598,0
41512,U50873,11/10/2019,N21882,0,N49279,1,N61022,0
41527,U11836,11/14/2019,N33828,1,N19661,0,N61233,0
41739,U46542,11/10/2019,N49685,1,N57651,0,N36681,0
41757,U70153,11/10/2019,N48759,1,N49685,0,N42614,0
41815,U68267,11/10/2019,N44651,0,N49279,1,N61022,0
41835,U26694,11/11/2019,N45270,0,N55689,0,N23414,1
41844,U88788,11/14/2019,N17310,0,N50872,0,N56777,1
41894,U39510,11/14/2019,N58660,1,N48613,0,N50601,0
41963,U17903,11/10/2019,N49279,1,N61022,0,N44651,0
41975,U25348,11/9/2019 ,N41881,1,N51398,0,N27845,0
42004,U60587,11/11/2019,N23414,1,N13930,0,N55689,0
42175,U75500,11/11/2019,N54489,0,N42597,1,N46029,0
42192,U2337,11/11/2019,N51634,1,N28047,0,N12042,0
42266,U32525,11/11/2019,N53585,1,N55689,0,N55204,0
42290,U16402,11/13/2019,N4642,0,N64252,0,N56214,1
42294,U70507,11/10/2019,N49685,1,N36681,0,N57651,0
42304,U10233,11/11/2019,N55689,0,N53585,0,N35729,1
42318,U68538,11/13/2019,N59673,0,N287,1,N39010,0
42325,U21796,11/11/2019,N43432,0,N1914,0,N49685,1
42332,U27745,11/10/2019,N36681,0,N44651,0,N49279,1
42363,U20270,11/11/2019,N55204,0,N13930,0,N55689,1
42460,U22526,11/11/2019,N55689,0,N53585,1,N55204,0
42463,U69787,11/11/2019,N53585,1,N55204,0,N55689,0
42556,U5787,11/12/2019,N26416,0,N20495,0,N33885,1
42557,U16239,11/11/2019,N46526,1,N41222,0,N53585,0
42681,U83869,11/10/2019,N49685,1,N36681,0,N57651,0
42683,U513,11/13/2019,N21128,0,N56214,1,N8509,0
42754,U41172,11/11/2019,N13930,1,N38662,0,N55204,0
42820,U3065,11/12/2019,N40839,0,N63970,0,N58363,1
42909,U8409,11/10/2019,N21882,0,N61022,0,N49279,1
42943,U35248,11/11/2019,N46029,0,N23414,1,N54489,0
42977,U41155,11/11/2019,N53585,1,N55689,0,N23414,0
42978,U21665,11/12/2019,N55606,1,N48473,0,N58363,0
43047,U62768,11/10/2019,N57097,1,N1034,0,N61022,0
43048,U4483,11/9/2019 ,N52000,0,N27845,1,N59852,0
43059,U61579,11/12/2019,N20495,0,N33677,0,N7821,1
43095,U54495,11/11/2019,N33619,1,N50675,0,N36789,0
43169,U29485,11/12/2019,N49180,0,N33619,1,N41020,0
43211,U35110,11/11/2019,N54489,1,N23414,0,N61623,0
43267,U27259,11/9/2019 ,N47020,0,N41881,1,N51398,0
43303,U45259,11/11/2019,N35729,0,N55689,1,N52622,0
43358,U4008,11/14/2019,N31679,0,N16419,1,N50872,0
43426,U83643,11/9/2019 ,N1034,1,N23548,0,N47020,0
43476,U61324,11/11/2019,N55689,1,N45270,0,N55204,0
43484,U67578,11/11/2019,N21707,1,N55204,0,N43502,0
43507,U41867,11/10/2019,N49279,1,N61022,0,N44651,0
43522,U86020,11/9/2019 ,N41178,1,N27845,0,N41881,0
43588,U81747,11/11/2019,N55689,0,N13930,0,N23414,1
43622,U34534,11/11/2019,N55689,0,N53585,1,N55204,0
43704,U51457,11/10/2019,N46878,1,N14780,0,N26179,0
43757,U80540,11/14/2019,N41934,0,N61233,1,N56211,0
43782,U49306,11/14/2019,N1228,0,N61233,0,N33828,1
43803,U51754,11/11/2019,N53585,0,N23414,1,N55689,0
43848,U52937,11/11/2019,N53585,1,N55204,0,N55689,0
43874,U17973,11/9/2019 ,N47020,0,N1034,0,N65185,1
43875,U87522,11/10/2019,N44651,0,N49279,1,N61022,0
43881,U25221,11/11/2019,N57090,0,N47035,0,N35729,1
43949,U47168,11/11/2019,N55204,0,N55689,1,N45270,0
43959,U28401,11/12/2019,N7319,0,N33619,1,N50675,0
43983,U65102,11/10/2019,N28047,0,N64542,0,N49685,1
44020,U1518,11/14/2019,N16118,1,N50872,0,N25165,0
44062,U50009,11/10/2019,N47067,0,N49685,1,N42614,0
44237,U70043,11/11/2019,N46029,0,N54489,0,N23414,1
44255,U36349,11/11/2019,N13930,0,N53585,1,N55689,0
44257,U52041,11/14/2019,N21571,0,N61233,0,N46917,1
44284,U53944,11/11/2019,N53585,0,N23414,1,N55689,0
44296,U22619,11/12/2019,N58363,1,N63970,0,N40839,0
44314,U90841,11/11/2019,N55204,0,N53585,1,N55689,0
44346,U57671,11/12/2019,N63970,0,N64851,0,N58363,1
44356,U80818,11/11/2019,N53585,1,N55204,0,N55689,0
44487,U73010,11/11/2019,N55689,0,N23414,1,N53585,0
44497,U69728,11/11/2019,N55689,0,N53585,1,N55204,0
44523,U90998,11/11/2019,N36789,0,N33619,1,N50675,0
44546,U45811,11/11/2019,N55689,0,N53585,0,N23414,1
44601,U88154,11/11/2019,N35729,0,N55689,0,N52622,1
44603,U31706,11/11/2019,N53585,1,N55689,0,N23414,0
44685,U17579,11/11/2019,N13930,0,N53585,1,N55689,0
44699,U19361,11/14/2019,N50872,0,N20270,0,N3243,1
44755,U83027,11/9/2019 ,N34799,1,N53373,0,N23548,0
44811,U40535,11/11/2019,N55204,0,N13930,0,N45270,1
44816,U86776,11/11/2019,N55204,0,N55689,1,N53585,0
44901,U36322,11/11/2019,N55204,0,N55689,0,N53585,1
44908,U7455,11/11/2019,N46029,0,N54489,0,N23414,1
44974,U35634,11/9/2019 ,N27845,0,N41881,1,N51398,0
44979,U93863,11/10/2019,N57651,0,N36681,1,N49685,0
45044,U8740,11/14/2019,N56214,1,N2021,0,N50872,0
45105,U71779,11/9/2019 ,N17357,0,N38783,0,N47677,1
45157,U42422,11/11/2019,N48578,0,N3474,0,N45616,1
45190,U11724,11/10/2019,N26952,1,N49685,0,N36681,0
45220,U91534,11/10/2019,N36681,0,N49685,1,N57651,0
45247,U84958,11/11/2019,N23414,1,N55689,0,N13930,0
45258,U83216,11/11/2019,N54489,1,N46029,0,N8191,0
45274,U8009,11/13/2019,N49712,0,N42457,0,N56214,1
45336,U23811,11/9/2019 ,N38783,0,N33981,0,N31706,1
45386,U67695,11/11/2019,N55689,0,N13930,1,N23414,0
45492,U1302,11/10/2019,N49685,1,N57651,0,N36681,0
45501,U78195,11/10/2019,N49279,1,N44651,0,N61022,0
45510,U24772,11/9/2019 ,N41881,1,N27845,0,N51398,0
45519,U10878,11/10/2019,N44651,0,N61022,0,N49279,1
45541,U54211,11/14/2019,N57311,0,N4485,1,N59142,0
45601,U23124,11/9/2019 ,N47020,0,N1034,0,N65185,1
45663,U59346,11/11/2019,N55689,1,N13930,0,N55204,0
45678,U84269,11/9/2019 ,N51398,0,N27845,0,N41881,1
45880,U30541,11/11/2019,N35729,1,N59981,0,N21707,0
46006,U6444,11/10/2019,N61022,0,N44651,0,N49279,1
46201,U88025,11/11/2019,N55689,0,N13930,0,N23414,1
46268,U32560,11/11/2019,N65118,0,N46526,0,N16920,1
46289,U86103,11/11/2019,N54489,0,N23414,1,N46029,0
46333,U15004,11/13/2019,N4642,1,N56214,0,N51048,0
46334,U80992,11/11/2019,N46029,0,N23414,1,N54489,0
46360,U20067,11/10/2019,N59390,0,N44651,0,N61022,1
46418,U9759,11/12/2019,N50675,0,N14184,0,N33619,1
46441,U64866,11/11/2019,N55689,1,N45270,0,N55204,0
46446,U87622,11/13/2019,N34921,1,N59385,0,N24732,0
46458,U25012,11/10/2019,N49279,1,N44651,0,N61022,0
46460,U31059,11/12/2019,N33619,1,N47578,0,N50675,0
46477,U41788,11/11/2019,N54489,0,N23414,0,N46029,1
46518,U65294,11/12/2019,N63970,1,N40839,0,N27560,0
46597,U88286,11/10/2019,N36681,1,N57651,0,N61022,0
46652,U52540,11/12/2019,N33677,0,N33885,1,N20495,0
46826,U81567,11/11/2019,N50675,0,N33619,0,N23429,1
46956,U36129,11/10/2019,N49685,1,N57651,0,N36681,0
47160,U16797,11/11/2019,N13930,1,N55204,0,N38662,0
47265,U2866,11/10/2019,N49279,1,N61022,0,N44651,0
47394,U26539,11/10/2019,N57651,0,N36681,0,N49685,1
47405,U53757,11/11/2019,N55689,0,N23414,1,N13930,0
47424,U12658,11/12/2019,N62360,0,N20069,0,N63970,1
47467,U31814,11/11/2019,N55204,0,N45270,0,N55689,1
47498,U92012,11/10/2019,N61022,1,N64916,0,N1034,0
47501,U78339,11/11/2019,N55689,0,N53585,0,N23414,1
47521,U68492,11/10/2019,N44651,0,N61022,0,N49279,1
47533,U63980,11/10/2019,N49685,1,N36681,0,N57651,0
47590,U53775,11/10/2019,N36681,0,N57651,0,N49685,1
47597,U75283,11/10/2019,N61022,0,N49279,1,N21882,0
47712,U66015,11/10/2019,N61022,0,N44651,0,N49279,1
47742,U86921,11/14/2019,N40109,0,N57032,0,N19661,1
47778,U39624,11/11/2019,N50406,0,N12109,1,N61549,0
47812,U6026,11/12/2019,N50675,0,N49180,0,N33619,1
47834,U38753,11/11/2019,N54489,0,N23414,1,N46029,0
47850,U87394,11/10/2019,N49685,1,N57651,0,N36681,0
47885,U87562,11/9/2019 ,N51398,0,N41881,1,N27845,0
47935,U6127,11/11/2019,N62729,1,N61623,0,N13341,0
48021,U59785,11/11/2019,N55204,0,N55689,1,N52622,0
48315,U22764,11/11/2019,N23414,1,N53585,0,N55689,0
48360,U51121,11/13/2019,N51048,0,N56214,1,N4642,0
48375,U64706,11/10/2019,N49279,1,N21882,0,N61022,0
48506,U92982,11/12/2019,N63970,0,N45422,0,N58363,1
48556,U14638,11/11/2019,N55204,0,N13930,1,N45270,0
48580,U45930,11/10/2019,N49279,1,N61022,0,N44651,0
48633,U72999,11/9/2019 ,N51398,0,N41881,1,N47020,0
48696,U50082,11/11/2019,N55689,1,N45270,0,N55204,0
48710,U88058,11/11/2019,N6693,0,N35172,1,N57853,0
48771,U8365,11/10/2019,N36681,0,N49685,0,N26952,1
48781,U85936,11/11/2019,N64542,0,N43789,0,N39731,1
48862,U79105,11/11/2019,N53585,1,N55689,0,N55204,0
49025,U71342,11/11/2019,N53585,1,N55689,0,N55204,0
49114,U61024,11/10/2019,N44651,0,N49279,1,N61022,0
49155,U84292,11/12/2019,N63970,0,N40839,1,N58363,0
49195,U27408,11/12/2019,N50675,0,N20079,0,N33619,1
49266,U92520,11/11/2019,N46029,0,N23414,1,N54489,0
49290,U72931,11/10/2019,N61022,1,N61185,0,N44651,0
49331,U69395,11/10/2019,N44651,0,N49279,1,N61022,0
49358,U48252,11/11/2019,N23414,1,N54489,0,N46029,0
49379,U53942,11/9/2019 ,N47020,0,N1034,1,N23548,0
49431,U90144,11/11/2019,N55689,0,N23414,1,N13930,0
49520,U78591,11/13/2019,N51048,0,N39010,0,N24732,1
49541,U10233,11/12/2019,N63970,1,N58363,0,N40839,0
49583,U45397,11/11/2019,N53585,1,N55689,0,N13930,0
49594,U63858,11/11/2019,N55689,0,N23414,0,N53585,1
49709,U5200,11/10/2019,N61022,0,N21882,0,N49279,1
49717,U63728,11/14/2019,N50484,0,N33828,0,N61233,1
49736,U91913,11/13/2019,N24732,0,N47061,0,N287,1
49737,U76292,11/10/2019,N61022,0,N49279,1,N44651,0
49797,U55658,11/11/2019,N23414,1,N55689,0,N45270,0
49805,U72382,11/11/2019,N33619,0,N36789,1,N50675,0
49841,U55785,11/11/2019,N55204,1,N56598,0,N46029,0
49884,U15740,11/9/2019 ,N47020,0,N1034,1,N36752,0
49896,U41329,11/11/2019,N38662,0,N55204,0,N13930,1
50014,U24278,11/14/2019,N40109,1,N18522,0,N50872,0
50113,U75330,11/13/2019,N64252,0,N56214,1,N4642,0
50182,U87467,11/10/2019,N61022,0,N49279,1,N21882,0
50186,U58409,11/10/2019,N57651,0,N49685,1,N36681,0
50190,U65122,11/9/2019 ,N23784,0,N30295,1,N26130,0
50222,U72502,11/10/2019,N49685,0,N42614,0,N48759,1
50265,U16476,11/10/2019,N44651,0,N61022,0,N49279,1
50352,U41820,11/11/2019,N46029,0,N23414,1,N54489,0
50374,U8385,11/11/2019,N38662,1,N43502,0,N55204,0
50424,U68685,11/10/2019,N49279,1,N44651,0,N61022,0
50449,U15553,11/11/2019,N555,0,N10688,1,N64945,0
50538,U66486,11/12/2019,N12029,1,N33885,0,N7821,0
50566,U72890,11/11/2019,N13930,1,N23414,0,N53585,0
50586,U89408,11/13/2019,N19592,1,N4642,0,N56214,0
50640,U21836,11/10/2019,N61022,0,N21882,0,N49279,1
50647,U36043,11/10/2019,N49279,1,N61022,0,N44651,0
50667,U21440,11/11/2019,N55083,0,N4034,0,N45660,1
50669,U22717,11/10/2019,N49279,1,N44651,0,N61022,0
50720,U10689,11/11/2019,N55689,0,N23414,0,N13930,1
50805,U48344,11/11/2019,N54489,1,N46526,0,N42597,0
50821,U83672,11/9/2019 ,N1034,0,N47020,1,N65185,0
50831,U43516,11/11/2019,N23414,1,N55689,0,N53585,0
50856,U37239,11/10/2019,N44651,0,N36681,0,N49279,1
50857,U28237,11/11/2019,N59981,0,N7809,0,N35729,1
50888,U64775,11/10/2019,N49279,1,N44651,0,N61022,0
50892,U57820,11/11/2019,N53585,0,N41222,0,N54489,1
50925,U51883,11/11/2019,N55204,0,N13930,0,N55689,1
50996,U92308,11/10/2019,N49279,1,N44651,0,N61022,0
51010,U1933,11/14/2019,N45734,0,N19661,1,N63060,0
51129,U49035,11/11/2019,N33619,0,N50675,0,N23429,1
51131,U60661,11/13/2019,N8509,0,N14029,0,N56214,1
51137,U71931,11/10/2019,N49685,1,N57651,0,N36681,0
51151,U14104,11/13/2019,N25295,1,N56214,0,N51048,0
51194,U67487,11/11/2019,N27581,0,N33632,0,N35729,1
51223,U14929,11/11/2019,N55204,0,N52622,0,N55689,1
51280,U47872,11/10/2019,N61022,0,N49279,1,N44651,0
51287,U49429,11/13/2019,N39010,0,N287,1,N49483,0
51334,U14662,11/11/2019,N23429,0,N50675,1,N33619,1
51339,U24624,11/14/2019,N8015,0,N64174,1,N50872,0
51410,U31935,11/12/2019,N33677,0,N12029,1,N7821,0
51547,U50956,11/12/2019,N49180,0,N33619,1,N50675,0
51558,U70891,11/11/2019,N54489,0,N46029,0,N23414,1
51564,U68103,11/11/2019,N55204,0,N45270,0,N55689,1
51586,U20762,11/11/2019,N23414,1,N46029,0,N54489,0
51812,U92732,11/13/2019,N17759,0,N47231,1,N56214,0
51953,U36742,11/10/2019,N49685,1,N57651,0,N36681,0
51967,U59328,11/11/2019,N13930,0,N53585,0,N55689,1
51991,U82386,11/11/2019,N43502,0,N55689,0,N53585,1
52004,U60916,11/9/2019 ,N47020,0,N36752,0,N1034,1
52030,U68564,11/11/2019,N45270,0,N55689,1,N55204,0
52040,U57,11/11/2019,N55689,0,N53585,1,N55204,0
52050,U27257,11/10/2019,N21882,0,N64513,0,N49279,1
52134,U19191,11/10/2019,N44651,0,N49279,1,N61022,0
52189,U75632,11/13/2019,N56214,1,N36221,0,N4642,0
52243,U48102,11/12/2019,N58363,1,N63970,0,N64851,0
52251,U56056,11/9/2019 ,N47020,0,N65185,0,N1034,1
52293,U287,11/11/2019,N53585,1,N30518,0,N41222,0
52349,U18975,11/11/2019,N53585,1,N55689,0,N55204,0
52363,U90845,11/11/2019,N46029,0,N8191,0,N54489,1
52402,U69205,11/11/2019,N53585,1,N55204,0,N55689,0
52504,U36676,11/11/2019,N46029,0,N42597,0,N54489,1
52549,U22392,11/10/2019,N29128,0,N49685,1,N28047,0
52715,U21926,11/9/2019 ,N47020,0,N65185,1,N1034,0
52786,U78493,11/10/2019,N61022,0,N44651,0,N49279,1
52790,U50413,11/9/2019 ,N47020,1,N41881,0,N51398,0
52900,U30869,11/11/2019,N6099,0,N55204,0,N23414,1
52901,U57030,11/11/2019,N35729,0,N27581,0,N33632,1
52952,U82752,11/10/2019,N49685,1,N36681,0,N57651,0
52963,U4993,11/9/2019 ,N55645,0,N38783,0,N41881,1
53013,U41164,11/14/2019,N23446,0,N6578,1,N38779,0
53045,U11462,11/11/2019,N35729,0,N6693,1,N55689,0
53049,U36199,11/10/2019,N64542,0,N49685,1,N28047,0
53064,U72339,11/9/2019 ,N41881,1,N27845,0,N5957,0
53076,U5315,11/14/2019,N50872,0,N3726,0,N35576,1
53140,U7910,11/11/2019,N8191,0,N54489,1,N46526,0
53267,U8560,11/12/2019,N33619,1,N50675,0,N14184,0
53278,U25049,11/11/2019,N50675,0,N33619,1,N36789,0
53377,U43623,11/11/2019,N38662,0,N55204,1,N13930,0
53430,U38875,11/13/2019,N51048,1,N287,0,N39010,0
53461,U36212,11/10/2019,N49279,1,N44651,0,N61022,0
53564,U83326,11/9/2019 ,N41881,1,N27845,0,N51398,0
53573,U49330,11/11/2019,N54489,1,N23414,0,N46029,0
53637,U45515,11/11/2019,N55689,0,N13930,0,N23414,1
53737,U57965,11/10/2019,N59390,0,N61022,1,N44651,0
53773,U91230,11/10/2019,N47067,0,N49685,1,N42614,0
53897,U13377,11/12/2019,N20678,1,N261,0,N27560,0
53992,U6167,11/10/2019,N44651,0,N61022,0,N49279,1
54048,U69068,11/11/2019,N55689,0,N55204,0,N53585,1
54060,U94031,11/9/2019 ,N41881,1,N51398,0,N27845,0
54184,U53360,11/9/2019 ,N41178,0,N27845,1,N24272,0
54241,U59901,11/11/2019,N53585,0,N55689,1,N23414,0
54299,U29155,11/10/2019,N57651,0,N36681,0,N49685,1
54331,U94018,11/10/2019,N55025,1,N63478,0,N33981,0
54371,U65054,11/13/2019,N56214,0,N4642,1,N19592,0
54415,U14489,11/10/2019,N44651,0,N49279,1,N61022,0
54519,U94043,11/14/2019,N19661,1,N52424,0,N57032,0
54534,U15385,11/10/2019,N49279,1,N44651,0,N61022,0
54559,U80141,11/11/2019,N53585,1,N55689,0,N23414,0
54580,U61948,11/11/2019,N55689,0,N53585,1,N13930,0
54625,U1210,11/11/2019,N23414,1,N45270,0,N55689,0
54632,U34046,11/9/2019 ,N51398,0,N47020,0,N41881,1
54641,U44506,11/10/2019,N49279,1,N61022,0,N44651,0
54689,U85682,11/12/2019,N64851,1,N17059,0,N49200,0
54710,U54218,11/10/2019,N64916,0,N1034,1,N61022,0
54721,U33745,11/13/2019,N64252,0,N42457,0,N56214,1
54750,U44846,11/12/2019,N63970,1,N40839,0,N42634,0
54768,U27384,11/12/2019,N19092,0,N20495,0,N33885,1
54875,U60210,11/11/2019,N23414,1,N46029,0,N54489,0
54887,U67534,11/10/2019,N26952,0,N36681,0,N49685,1
54892,U87865,11/11/2019,N13930,1,N38662,0,N55204,0
54988,U90708,11/11/2019,N48606,0,N28047,0,N48759,1
55059,U29564,11/10/2019,N57651,0,N36681,0,N49685,1
55061,U34238,11/12/2019,N7319,0,N62360,0,N52122,1
55078,U55018,11/10/2019,N36681,0,N57651,0,N49685,1
55127,U39200,11/11/2019,N5587,0,N7474,0,N42597,1
55161,U4742,11/9/2019 ,N1034,1,N23548,0,N47020,0
55385,U78707,11/11/2019,N23414,1,N55689,0,N53585,0
55390,U15114,11/11/2019,N23414,0,N55689,0,N53585,1
55391,U50282,11/12/2019,N58363,1,N63970,0,N27560,0
55435,U37103,11/11/2019,N23414,1,N13930,0,N53585,0
55467,U59196,11/14/2019,N40109,1,N23446,0,N38779,0
55543,U42645,11/10/2019,N57651,0,N49685,1,N36681,0
55592,U83658,11/10/2019,N45428,0,N47453,0,N1856,1
55747,U44024,11/11/2019,N59981,0,N55689,1,N35729,0
55758,U18194,11/11/2019,N53585,1,N55689,0,N55204,0
55778,U68611,11/10/2019,N44651,0,N61022,0,N49279,1
55786,U24694,11/10/2019,N61022,0,N44651,0,N49279,1
55822,U92105,11/11/2019,N55689,0,N13930,0,N23414,1
55881,U91598,11/10/2019,N61022,0,N44651,0,N49279,1
55981,U32780,11/11/2019,N33619,1,N50675,0,N23429,0
56040,U14215,11/10/2019,N49685,1,N57651,0,N36681,0
56061,U88315,11/11/2019,N23414,0,N47067,1,N43338,0
56087,U48474,11/9/2019 ,N12168,1,N54634,0,N37377,0
56127,U43735,11/10/2019,N49279,1,N44651,0,N36681,0
56166,U46101,11/11/2019,N50675,0,N33619,0,N23429,1
56170,U40888,11/9/2019 ,N27845,1,N59852,0,N52000,0
56229,U93152,11/11/2019,N55689,1,N6693,0,N35729,0
56237,U78414,11/10/2019,N36681,0,N57651,0,N49685,1
56264,U94043,11/11/2019,N7809,0,N59981,0,N21707,1
56294,U8045,11/14/2019,N61233,0,N46917,1,N21571,0
56363,U47105,11/14/2019,N50872,0,N23446,1,N38779,0
56395,U57492,11/11/2019,N23414,1,N6099,0,N55204,0
56400,U65294,11/12/2019,N40839,0,N42634,0,N58363,1
56428,U32146,11/11/2019,N46029,1,N54489,0,N8191,0
56546,U1418,11/10/2019,N49279,1,N61022,0,N44651,0
56610,U89950,11/10/2019,N49279,1,N61022,0,N44651,0
56613,U15527,11/10/2019,N36675,0,N20563,1,N59653,0
56621,U27796,11/10/2019,N49685,1,N36681,0,N57651,0
56642,U70330,11/12/2019,N58363,0,N42634,0,N63970,1
56766,U70694,11/13/2019,N51048,0,N39010,0,N287,1
56833,U61825,11/11/2019,N55689,1,N13930,0,N23414,0
56853,U38124,11/10/2019,N61022,0,N49279,1,N44651,0
56983,U10862,11/10/2019,N44651,0,N49279,1,N61022,0
57001,U5285,11/10/2019,N61022,0,N44651,0,N49279,1
57021,U58079,11/11/2019,N55204,0,N53585,1,N55689,0
57049,U93773,11/11/2019,N38662,0,N13930,1,N55204,0
57138,U2672,11/13/2019,N39010,1,N51048,0,N64094,0
57142,U86336,11/13/2019,N64252,0,N4642,0,N56214,1
57158,U49064,11/10/2019,N38783,0,N61022,1,N47453,0
57162,U9736,11/12/2019,N60904,0,N63970,1,N24111,0
57204,U66478,11/14/2019,N40109,0,N19661,1,N57032,0
57277,U15538,11/11/2019,N50469,1,N53696,0,N45616,0
57467,U58460,11/10/2019,N61022,0,N49279,1,N21882,0
57499,U5484,11/11/2019,N35729,1,N7809,0,N42961,0
